ville,lien,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aux Marais (60000),/management/ville/aux-marais/ville-60703,7.6,8.1,8.3,8.3,7.5,7,9,9.2,8.7,9.4,10.3,10.3,10.5,10.3,9.6,9.4,8.7
Aux-Aussat (32170),/management/ville/aux-aussat/ville-32020,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Auxais (50500),/management/ville/auxais/ville-50024,9,9.5,9.6,9.6,8.6,7.9,9.4,9.2,9.1,9.3,9.6,9.5,9.4,8.9,8,7.3,6.7
Auxange (39700),/management/ville/auxange/ville-39031,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Auxant (21360),/management/ville/auxant/ville-21036,6.3,6.5,6.4,6.4,5.7,5.1,6.3,6.7,6.5,7.1,7.6,7.4,7,6.9,6.1,5.6,4.9
Auxelles-Bas (90200),/management/ville/auxelles-bas/ville-90005,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Auxelles-Haut (90200),/management/ville/auxelles-haut/ville-90006,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Auxerre (89000),/management/ville/auxerre/ville-89024,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Auxey-Duresses (21190),/management/ville/auxey-duresses/ville-21037,6.3,6.5,6.4,6.4,5.7,5.1,6.3,6.7,6.5,7.1,7.6,7.4,7,6.9,6.1,5.6,4.9
Auxi-le-Château (62390),/management/ville/auxi-le-chateau/ville-62060,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Auxon (10130),/management/ville/auxon/ville-10018,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Auxon (70000),/management/ville/auxon/ville-70044,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Auxonne (21130),/management/ville/auxonne/ville-21038,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Auxy (45340),/management/ville/auxy/ville-45018,5.8,6.1,6.5,6.5,6,5.4,7,7.5,7.6,8.6,9.1,9.2,9.4,9.5,8.4,7.9,7.8
Auxy (71400),/management/ville/auxy/ville-71015,9,9.3,8.9,8.9,7.8,7.6,8.9,8.9,8.6,9,9.7,10,10.7,10.5,9.7,9.7,8.8
Auzainvilliers (88140),/management/ville/auzainvilliers/ville-88022,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Auzances (23700),/management/ville/auzances/ville-23013,7,7.4,7.2,7.2,6.9,6.7,7.9,8.5,9,9.5,9.9,9.6,9.7,9.3,8.6,8.6,7.9
Auzas (31360),/management/ville/auzas/ville-31034,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Auzat (09220),/management/ville/auzat/ville-09030,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Auzat-la-Combelle (63570),/management/ville/auzat-la-combelle/ville-63022,7.6,7.7,8,8,7.5,7.3,8.8,8.4,8.4,8.9,8.8,9,9.4,9.2,8.5,8.3,7.8
Auzebosc (76190),/management/ville/auzebosc/ville-76043,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Auzelles (63590),/management/ville/auzelles/ville-63023,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Auzers (15240),/management/ville/auzers/ville-15015,5.7,5.7,5.7,5.7,5.1,4.7,5.3,5.1,5.3,5.7,5.8,5.5,5.7,5.8,5.2,5.2,4.6
Auzet (04140),/management/ville/auzet/ville-04017,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Auzeville-Tolosane (31320),/management/ville/auzeville-tolosane/ville-31035,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Auzielle (31650),/management/ville/auzielle/ville-31036,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Auzits (12390),/management/ville/auzits/ville-12016,4.4,4.5,4.7,4.7,4.2,4.1,5.2,5.4,5.3,5.9,6.5,6.3,6.4,6.3,5.9,5.6,5.3
Auzon (43390),/management/ville/auzon/ville-43016,6.9,7.3,7.5,7.5,7.2,6.7,8,7.5,7.9,9,9.3,9.1,9,8.8,8.3,7.9,7.2
Auzouer-en-Touraine (37110),/management/ville/auzouer-en-touraine/ville-37010,7.2,7.6,7.4,7.4,6.6,6.2,7.7,7.9,7.7,8.4,9,9.1,9.3,9.2,8.5,8.2,7.8
Auzouville-l'Esneval (76760),/management/ville/auzouville-l-esneval/ville-76045,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Auzouville-sur-Ry (76116),/management/ville/auzouville-sur-ry/ville-76046,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Auzouville-sur-Saâne (76730),/management/ville/auzouville-sur-saane/ville-76047,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Availles-en-Châtellerault (86530),/management/ville/availles-en-chatellerault/ville-86014,8,8.2,8.8,8.8,7.4,7.7,10,9.6,9.3,9.8,10,9.9,10,9.4,8.6,8.2,7.6
Availles-Limouzine (86460),/management/ville/availles-limouzine/ville-86015,6.3,6.7,7,7,6.3,5.9,7.2,7.4,7.3,7.6,7.8,7.8,8,7.9,7.1,6.9,6.5
Availles-sur-Seiche (35130),/management/ville/availles-sur-seiche/ville-35008,6.2,6.1,6.4,6.4,5.7,5.1,6.7,6.8,6.7,7.5,8,8,8,7.8,7,6.7,6.3
Availles-Thouarsais (79600),/management/ville/availles-thouarsais/ville-79022,6.8,7,7.2,7.2,6.2,5.9,7.7,7.6,7.4,8.1,8.4,8.6,8.7,8.5,7.9,7.5,7
Avajan (65240),/management/ville/avajan/ville-65050,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Avallon (89200),/management/ville/avallon/ville-89025,6.9,7.7,7.1,7.1,5.6,5.6,7,7.3,7.5,8.1,8.6,8,8.5,8.6,7.6,7.4,7.1
Avançon (05230),/management/ville/avancon/ville-05011,7,7.2,7.2,7.2,6.9,6.4,7.3,7.5,8,8.5,9,9,9.2,9.1,8.6,8.4,7.8
Avançon (08300),/management/ville/avancon/ville-08038,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Avanne-Aveney (25720),/management/ville/avanne-aveney/ville-25036,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Avant-lès-Marcilly (10400),/management/ville/avant-les-marcilly/ville-10020,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Avant-lès-Ramerupt (10240),/management/ville/avant-les-ramerupt/ville-10021,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Avanton (86170),/management/ville/avanton/ville-86016,6.3,6.7,7,7,6.3,5.9,7.2,7.4,7.3,7.6,7.8,7.8,8,7.9,7.1,6.9,6.5
Avapessa (20225),/management/ville/avapessa/ville-2B025,11.4,11.9,11.4,11.4,10.5,9.9,10.9,11.2,11,11.8,12.6,13,13.2,12.6,11.6,11.8,11.1
Avaray (41500),/management/ville/avaray/ville-41008,5.8,6.3,6.4,6.4,5.7,5.4,7.1,7.5,7.4,8,8.5,8.8,8.9,8.7,8,7.7,7.4
Avaux (08190),/management/ville/avaux/ville-08039,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Aveize (69610),/management/ville/aveize/ville-69014,7.6,7.9,7.7,7.7,7,6.3,8.2,8.4,8.2,8.8,9.2,9.2,9.2,8.9,8.3,8,7.5
Aveizieux (42330),/management/ville/aveizieux/ville-42010,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Avelanges (21120),/management/ville/avelanges/ville-21039,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Avelesges (80270),/management/ville/avelesges/ville-80046,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Avelin (59710),/management/ville/avelin/ville-59034,9.5,10,10.3,10.3,9.4,8.7,10.1,10.4,10.3,10.8,11.2,11.1,11,10.5,10,9.8,8.9
Aveluy (80300),/management/ville/aveluy/ville-80047,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Avenay (14210),/management/ville/avenay/ville-14034,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Avenay-Val-d'Or (51160),/management/ville/avenay-val-d-or/ville-51028,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Avène (34260),/management/ville/avene/ville-34019,11.5,11.9,11.9,11.9,10.9,10.3,12.2,12.4,12.7,13.5,14.3,14.5,14.2,13.7,13.1,12.7,12.4
Avensac (32120),/management/ville/avensac/ville-32021,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Avensan (33480),/management/ville/avensan/ville-33022,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Aventignan (65660),/management/ville/aventignan/ville-65051,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Averan (65380),/management/ville/averan/ville-65052,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Averdoingt (62127),/management/ville/averdoingt/ville-62061,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Averdon (41330),/management/ville/averdon/ville-41009,7.2,7.7,7.7,7.7,6.9,6.4,7.9,7.7,7.5,8.2,8.9,8.9,8.9,8.6,7.9,7.6,7
Avermes (03000),/management/ville/avermes/ville-03013,6.3,6.6,6.9,6.9,6.2,5.8,7.5,7.7,7.7,8.2,8.5,8.6,8.9,8.8,8.4,8.1,7.9
Avernes (95450),/management/ville/avernes/ville-95040,7,7.7,7.2,7.2,6.5,5.8,7.4,7.8,7.8,8.3,8.9,8.9,9,8.9,8.3,8.2,7.6
Avernes-Saint-Gourgon (61470),/management/ville/avernes-saint-gourgon/ville-61018,8.7,8.9,8.9,8.9,7.8,7.5,9.4,9.3,9.4,9.8,9.9,9.9,10.1,9.3,8.7,8.4,7.4
Avéron-Bergelle (32290),/management/ville/averon-bergelle/ville-32022,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Averton (53700),/management/ville/averton/ville-53013,4.7,5,5.1,5.1,4.5,4.4,5.7,5.7,5.3,6.1,6.6,6.6,7.1,6.7,6,5.6,5.3
Avesnelles (59440),/management/ville/avesnelles/ville-59035,12.7,12.9,13.1,13.1,12.1,11.4,14.5,14.9,14.4,15.1,15.7,15.2,15.4,15.3,15.2,15.1,13.8
Avesnes (62650),/management/ville/avesnes/ville-62062,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Avesnes-Chaussoy (80140),/management/ville/avesnes-chaussoy/ville-80048,7.8,8.2,8,8,7.2,7.4,10.7,9.6,9.3,10,10.6,10.3,10.5,10.5,9.5,9.2,8.7
Avesnes-en-Bray (76220),/management/ville/avesnes-en-bray/ville-76048,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Avesnes-en-Saosnois (72260),/management/ville/avesnes-en-saosnois/ville-72018,6.7,7.2,7.9,7.9,7,6.5,8.7,8.8,8.5,9.2,10,10.1,10.3,9.9,9.1,8.7,8.4
Avesnes-en-Val (76630),/management/ville/avesnes-en-val/ville-76049,9.1,9.1,9.2,9.2,8.1,7.7,9.4,9.1,9.2,9.8,10.1,9.9,9.9,10,9.4,8.8,8.3
Avesnes-le-Comte (62810),/management/ville/avesnes-le-comte/ville-62063,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Avesnes-le-Sec (59296),/management/ville/avesnes-le-sec/ville-59038,12.6,13.3,13,13,12.2,11.4,14.2,14.3,14,14.8,15.8,15.3,15.5,15.3,15.1,14.9,13.8
Avesnes-les-Aubert (59129),/management/ville/avesnes-les-aubert/ville-59037,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Avesnes-lès-Bapaume (62450),/management/ville/avesnes-les-bapaume/ville-62064,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Avesnes-sur-Helpe (59440),/management/ville/avesnes-sur-helpe/ville-59036,12.7,12.9,13.1,13.1,12.1,11.4,14.5,14.9,14.4,15.1,15.7,15.2,15.4,15.3,15.2,15.1,13.8
Avessac (44460),/management/ville/avessac/ville-44007,7.3,7.5,7.3,7.3,6.5,5.8,7.5,7.5,7.2,7.6,8.1,8.2,8.5,8,7.3,7,6.5
Avessé (72350),/management/ville/avesse/ville-72019,5.6,6,6.7,6.7,6.1,6,8.3,8,7.3,8,8.4,8.4,8.7,8.4,7.8,7.5,6.7
Aveux (65370),/management/ville/aveux/ville-65053,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Avezac-Prat-Lahitte (65130),/management/ville/avezac-prat-lahitte/ville-65054,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Avezan (32380),/management/ville/avezan/ville-32023,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Avèze (30120),/management/ville/aveze/ville-30026,12,12.6,13.1,13.1,12.1,11.3,12.3,12.1,11.9,12.3,13.2,13.7,14.1,13.9,13,13,12.8
Avèze (63690),/management/ville/aveze/ville-63024,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Avezé (72400),/management/ville/aveze/ville-72020,5.9,6.3,5.9,5.9,5.1,5.4,7.4,6.6,6.8,7.8,8.7,8.5,8.7,8.1,7.6,7,6.7
Avignon (84000),/management/ville/avignon/ville-84007,9.3,9.4,9.8,9.8,9.1,8.4,10,10.5,10.9,11.5,12,12,12.3,12.1,11.4,11.2,10.5
Avignon-lès-Saint-Claude (39200),/management/ville/avignon-les-saint-claude/ville-39032,7.1,7.5,7.1,7.1,6.7,6.6,9.9,8.8,7.3,7.6,8.3,8.5,8.7,8.4,7.7,7.1,6.5
Avignonet (38650),/management/ville/avignonet/ville-38023,7.2,7.4,7.1,7.1,6.4,6,7.7,7.5,7.3,7.7,8,8,8.3,8.2,7.6,7.3,6.8
Avignonet-Lauragais (31290),/management/ville/avignonet-lauragais/ville-31037,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Avillers (54490),/management/ville/avillers/ville-54033,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Avillers (88500),/management/ville/avillers/ville-88023,8.8,9.1,9.7,9.7,8.6,8.2,10.1,9.8,9.9,10.9,11.6,11.8,11.9,11.1,10.2,9.5,8.9
Avillers-Sainte-Croix (55210),/management/ville/avillers-sainte-croix/ville-55021,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Avilley (25680),/management/ville/avilley/ville-25038,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Avilly-Saint-Léonard (60300),/management/ville/avilly-saint-leonard/ville-60033,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Avion (62210),/management/ville/avion/ville-62065,13.6,14.6,15.5,15.5,13.9,13.3,15.5,15.2,15.1,16.3,17,16.5,16.2,15.4,14.3,13.7,12.6
Avioth (55600),/management/ville/avioth/ville-55022,7.7,8.3,8.5,8.5,7.8,7.2,9.4,9.5,9.1,9.9,10.7,10.7,10.6,10.1,9.5,8.8,8.2
Avirey-Lingey (10340),/management/ville/avirey-lingey/ville-10022,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Aviron (27930),/management/ville/aviron/ville-27031,7.3,8,8.3,8.3,7.5,7,8.8,9.1,9,9.8,10.5,10.3,10.4,10.4,9.7,9.2,8.6
Avize (51190),/management/ville/avize/ville-51029,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Avocourt (55270),/management/ville/avocourt/ville-55023,7.8,8.5,9.7,9.7,9.1,8.5,10.5,10.4,10.6,11.3,11.7,11.3,11.1,10.8,10.1,9.8,9
Avoine (37420),/management/ville/avoine/ville-37011,6.8,7.4,7.1,7.1,6.5,6.4,7.4,7.3,7.1,7.4,7.9,8.2,8.4,8.4,7.7,7.1,6.9
Avoine (61150),/management/ville/avoine/ville-61020,8.7,10,9.2,9.2,8.3,8.3,9.8,9.2,9.2,9.5,9.8,9.4,9.5,9.1,8.4,8.2,7.5
Avoise (72430),/management/ville/avoise/ville-72021,5.6,6,6.7,6.7,6.1,6,8.3,8,7.3,8,8.4,8.4,8.7,8.4,7.8,7.5,6.7
Avolsheim (67120),/management/ville/avolsheim/ville-67016,4.6,4.9,5.1,5.1,4.3,4.2,6,5.8,5.7,6.2,6.8,6.7,6.7,6.5,6.1,5.5,5.1
Avon (77210),/management/ville/avon/ville-77014,6.6,7.3,7,7,5.9,5.4,6.7,7,7,7.6,8.1,8.2,8.3,8,7.6,7.5,7
Avon (79800),/management/ville/avon/ville-79023,6.3,6.3,6.3,6.3,5.7,5.4,6.8,7,6.7,7.3,7.7,7.8,7.9,7.7,7,6.6,6
Avon-la-Pèze (10290),/management/ville/avon-la-peze/ville-10023,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Avon-les-Roches (37220),/management/ville/avon-les-roches/ville-37012,7.2,7.6,7.4,7.4,6.6,6.2,7.7,7.9,7.7,8.4,9,9.1,9.3,9.2,8.5,8.2,7.8
Avondance (62310),/management/ville/avondance/ville-62066,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Avord (18520),/management/ville/avord/ville-18018,7.4,8,8,8,7.1,6.4,7.9,8.5,8.6,9.1,9.8,9.7,10,9.9,9.2,8.8,8.3
Avosnes (21350),/management/ville/avosnes/ville-21040,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Avot (21580),/management/ville/avot/ville-21041,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Avoudrey (25690),/management/ville/avoudrey/ville-25039,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Avrainville (54385),/management/ville/avrainville/ville-54034,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Avrainville (88130),/management/ville/avrainville/ville-88024,8.8,9.1,9.7,9.7,8.6,8.2,10.1,9.8,9.9,10.9,11.6,11.8,11.9,11.1,10.2,9.5,8.9
Avrainville (91630),/management/ville/avrainville/ville-91041,7.5,8,7.4,7.4,6.4,5.8,7.4,7.7,7.6,8.2,8.8,9.1,9.1,9,8.4,8.2,7.3
Avranches (50300),/management/ville/avranches/ville-50025,5,5.2,5.4,5.4,4.9,4.6,6.3,6.1,6,6.3,6.7,6.8,6.8,6.5,6.2,5.9,5.4
Avranville (88630),/management/ville/avranville/ville-88025,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Avrechy (60130),/management/ville/avrechy/ville-60034,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Avrecourt (52140),/management/ville/avrecourt/ville-52033,,,,,,,,,,,,,,,,,
Avrée (58170),/management/ville/avree/ville-58019,6.6,6.7,7,7,6.5,6.1,7.2,7.5,7.7,8.4,8.6,8.5,8.7,8.5,7.7,7.2,7.2
Avremesnil (76730),/management/ville/avremesnil/ville-76050,9.1,9.1,9.2,9.2,8.1,7.7,9.4,9.1,9.2,9.8,10.1,9.9,9.9,10,9.4,8.8,8.3
Avressieux (73240),/management/ville/avressieux/ville-73025,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Avreuil (10130),/management/ville/avreuil/ville-10024,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Avricourt (54450),/management/ville/avricourt/ville-54035,5.6,6.1,6.1,6.1,5.3,5.3,7.4,7.2,6.8,7.3,8.1,8.2,8.3,8,7.1,6.7,6.3
Avricourt (57810),/management/ville/avricourt/ville-57042,5.6,6.1,6.1,6.1,5.3,5.3,7.4,7.2,6.8,7.3,8.1,8.2,8.3,8,7.1,6.7,6.3
Avricourt (60310),/management/ville/avricourt/ville-60035,7.9,8.3,8.4,8.4,7.4,7,9.2,9.2,9.2,10,10.4,10,10,9.8,9.3,9,8.3
Avrieux (73500),/management/ville/avrieux/ville-73026,5.5,5.7,5.4,5.4,5.2,5.1,6.9,6.8,6.6,7,7.7,7.6,7.6,7.3,6.8,6.4,5.9
Avrigney-Virey (70150),/management/ville/avrigney-virey/ville-70045,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Avrigny (60190),/management/ville/avrigny/ville-60036,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Avril (54150),/management/ville/avril/ville-54036,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Avril-sur-Loire (58300),/management/ville/avril-sur-loire/ville-58020,7.7,8.1,8.4,8.4,7.7,7.3,9.3,9.1,9.2,9.8,9.9,9.5,9.6,9.2,8.3,7.6,6.9
Avrillé (49240),/management/ville/avrille/ville-49015,8.1,8.2,8.2,8.2,7.5,6.8,8.6,8.6,8.5,9.2,9.9,10,10.4,10.1,9.3,9,8.5
Avrillé (85440),/management/ville/avrille/ville-85010,5.8,6.1,6.3,6.3,5.7,5.6,7.8,7.5,7.1,7.7,8.4,8.6,8.8,8.2,7.5,7.1,6.8
Avrillé-les-Ponceaux (37340),/management/ville/avrille-les-ponceaux/ville-37013,7.2,7.6,7.4,7.4,6.6,6.2,7.7,7.9,7.7,8.4,9,9.1,9.3,9.2,8.5,8.2,7.8
Avrilly (03130),/management/ville/avrilly/ville-03014,6.3,6.6,6.9,6.9,6.2,5.8,7.5,7.7,7.7,8.2,8.5,8.6,8.9,8.8,8.4,8.1,7.9
Avrilly (61700),/management/ville/avrilly/ville-61021,6.7,7.2,7.7,7.7,6.8,6.3,8.4,8.6,8.2,8.6,9,9,9.2,9.2,8.3,8,7.7
Avroult (62560),/management/ville/avroult/ville-62067,10.3,10.2,11.9,11.9,10.6,10,11.3,11.3,11.5,12.2,12.6,12.4,12.5,11.7,11,10.4,9.8
Avy (17800),/management/ville/avy/ville-17027,8.1,8.5,8.9,8.9,8.1,7.6,9.4,9.8,9.7,10.1,10.4,10.5,10.8,10.4,9.7,9.3,8.7
Awala-Yalimapo (97319),/management/ville/awala-yalimapo/ville-97361,36.8,37.9,41.2,41.2,32.5,31.6,30.5,29.2,30.1,31.9,33.5,33.3,34.1,35.5,35.5,32.9,
Awoingt (59400),/management/ville/awoingt/ville-59039,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Ax-les-Thermes (09110),/management/ville/ax-les-thermes/ville-09032,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Axat (11140),/management/ville/axat/ville-11021,8.9,9.4,9.9,9.9,9.3,8.8,10.1,10.6,11.5,12.9,13.2,13.1,13.1,12,11.5,11.5,10.8
Axiat (09250),/management/ville/axiat/ville-09031,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Aÿ-Champagne (51150),/management/ville/ay-champagne/ville-51030,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Ay-sur-Moselle (57300),/management/ville/ay-sur-moselle/ville-57043,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Ayat-sur-Sioule (63390),/management/ville/ayat-sur-sioule/ville-63025,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Aydat (63970),/management/ville/aydat/ville-63026,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Aydie (64330),/management/ville/aydie/ville-64084,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
